Name,Trial,Variables,Cut dim,Interactions,Time (s),Proposed solution,Real sample min,Real sample 25,Real sample mean,Real sample 75,Real sample max
V64C64,2,64,64,64,0.91973,0.0,7.23502,16.0773,24.64978,33.27453,52.2562
V64C64,2,64,64,256,2.19653,-6.94947,-0.77996,9.41394,13.37355,17.15766,31.8117
V64C64,2,64,64,1024,6.94051,-35.99695,-18.97932,3.37715,8.66638,13.57613,45.17346
V64C64,2,64,64,4096,12.90109,-222.5687,-143.89867,-14.84454,5.5556,26.06069,140.2922
V64C64,3,64,64,64,0.92328,0.0,6.16751,15.56179,24.70338,33.87438,53.61232
V64C64,3,64,64,256,1.87422,-11.31271,-3.46229,6.47637,9.27863,11.938,26.29847
V64C64,3,64,64,1024,6.46724,-51.85429,-26.05904,0.51163,6.09245,11.72998,40.28692
V64C64,3,64,64,4096,13.37755,-231.14967,-140.69757,-16.86343,3.16777,23.20696,142.43755
V64C64,4,64,64,64,0.91795,0.00736,7.523,16.39141,24.45613,32.45251,52.01255
V64C64,4,64,64,256,2.02091,-14.0278,-4.51061,7.04315,9.72932,12.28443,26.05553
V64C64,4,64,64,1024,6.01582,-40.93617,-19.93142,7.46163,13.50959,19.16212,53.02547
V64C64,4,64,64,4096,12.14411,-339.12554,-207.07407,-49.70456,-28.51845,-5.03767,88.02778
